CEP,Nome,Latitude,Longitude
23092080,Matheus Sousa,-22.8736303,-43.5483669
22753313,Bianca Cardoso,-22.9343991,-43.3495746
24130810,Apollo Borges,-22.8813,-43.0870152
26143530,Catarina Pacheco,-22.7283148,-43.4285251
25670102,Ana Laura Araújo,-22.496707,-43.2001376
24472380,Henry Nascimento,-22.7807699,-43.0324586
23548078,Maitê Alves,-22.9535817,-43.6897305
27524030,Beatriz Peixoto,-22.4813152,-44.4879322
24417100,Caroline Souza,-22.8460799,-43.052731
23520327,Pietra Fonseca,-22.9369941,-43.6695263
23047580,Emanuelly Pires,-22.9035842,-43.5662438
26064460,Eduarda Dias,-22.7561319,-43.4607419
24350125,Valentim Rios,-22.940707,-43.0393072
23835750,Zoe Pimenta,-22.8436644,-43.8225585
26042350,Levi Campos,-22.7080131,-43.4710977
25041365,Ana Carolina da Mata,-22.7233961,-43.3023801
26580100,Nathan Novais,-22.7477137,-43.4347139
21815430,Evelyn Gomes,-22.8852198,-43.4542175
25755410,José Miguel Nascimento,-22.3372547,-43.1392398
25919423,Marina Vasconcelos,-22.6566022,-43.0398345
25809680,Ester Câmara,-22.1170043,-43.2189459
26445277,Eloá Pacheco,-22.6651739,-43.6081315
25240160,Gustavo Alves,-22.6452348,-43.2929482
24471775,Eduarda Câmara,-22.7813801,-43.0627313
23934000,Antônio Ferreira,-22.9747652,-44.2991795
24716592,Anthony da Paz,-22.8272883,-43.0637646
27537250,Bruna Siqueira,-22.4590444,-44.4167421
21750991,Marcelo Andrade,-22.8755083,-43.4130862
21046100,Vitória Pastor,-22.8697943,-43.2403098
28022087,Juliana Almeida,-21.7723328,-41.2847626
27281640,Ana Clara Vieira,-22.5012425,-44.1090967
23955445,Isabelly Alves,-23.0309614,-44.5426798
25955205,Rodrigo Siqueira,-22.428738,-42.9660397
23550352,Isabelly Sampaio,-22.932558,-43.6880408
22793126,Lucca Lima,-23.0003709,-43.365895
28921385,Julia Câmara,-22.8351841,-42.0016411
24865380,Ravi Fonseca,-22.7438159,-42.9079454
23057685,Luísa Silva,-22.9138285,-43.5981983
25812020,Lívia Nascimento,-22.107576,-43.1959958
24412520,Isabelly Câmara,-22.8486631,-43.0790169
24455310,Pedro Henrique Sousa,-22.805884,-43.0297107
27511020,Murilo Brito,-22.47219,-44.4441743
25710252,Bárbara Viana,-22.4684413,-43.1417778
22210000,Lara Monteiro,-21.755272,-41.3335133
26080150,Yago Vargas,-22.7273245,-43.5111636
24110991,Letícia Vieira,-22.8858975,-43.1152211
23027300,Rebeca Correia,-23.0016208,-43.6415871
24241270,Maria Sophia da Luz,-22.904087,-43.0860268
25045750,Felipe Correia,-22.7224504,-43.3207349
21730080,Davi Miguel Cavalcanti,-22.8649348,-43.4327383
21520190,Isadora Fogaça,-22.8089994,-43.3699132
23932405,Vinicius Sales,-22.9619383,-44.4389191
25260069,Erick Rios,-22.6438745,-43.2871623
22040042,Maria Julia Ferreira,-22.9697777,-43.1868592
27264090,Ravy Costa,-22.5283584,-44.1228386
26587580,Miguel Guerra,-22.8090146,-43.4406901
24851508,Marcelo Sá,-22.8490859,-42.8932842
25272640,Isis Barbosa,-22.6169772,-43.213294
22775220,Heloisa Moreira,-22.948544,-43.3755152
26086235,Asafe Leão,-22.7312268,-43.5300591
26196150,Felipe Aparecida,-22.741442,-43.3449457
26185123,Heloisa Santos,-22.7063599,-43.336058
25555310,Stella Pimenta,-22.7886016,-43.3814234
20180005,Lorenzo Andrade,-22.9068467,-43.1728965
25550480,Thomas Oliveira,-22.7711736,-43.3820768
24858056,Arthur Gabriel Nunes,-22.7721831,-42.92288
23020823,Isaque Carvalho,-22.9554829,-43.5939023
28200973,Beatriz Porto,-21.6368446,-41.0484428
28060580,Isaque Sousa,-21.7608254,-41.3347326
21043160,Gabriela Cirino,-22.8579148,-43.2437267
25821650,Matheus da Paz,-22.110159996,-43.209
27946710,Luiza Montenegro,-22.3621015,-41.794225
23082120,Alexia Borges,-22.8906045,-43.5690628
22770660,Maria Liz Lopes,-22.9434246,-43.3635479
27250590,Davi Lucas Mendonça,-22.5085628,-44.0764979
23030002,Eduarda Marques,-22.9939925,-43.596635
26187350,Agatha Campos,-22.7333411,-43.3376459
28610300,Júlia Costela,-22.2783338,-42.5286697
23098340,Lorena Pacheco,-22.8759688,-43.526314
25545190,Ian Teixeira,-22.7895512,-43.3891957
23087210,Ana Carolina da Rosa,-22.8878571,-43.5665566
27250120,Anna Liz Vargas,-22.5077893,-44.0651235
27971300,Yan Sampaio,-22.3278036,-41.7529112
21061650,Mariah Fonseca,-22.860171,-43.2661335
26298090,Henry Gabriel Nunes,-22.817411,-43.6165212
23520580,Joaquim Lima,-22.9287757,-43.6712912
24850700,Yago Albuquerque,-22.7909467,-42.9149297
27325180,Ana Sophia Cavalcante,-22.5293417,-44.153384
23587295,Davi Miguel da Costa,-22.9219951,-43.6221861
26143290,Anthony Dias,-22.727831,-43.4259134
27524750,Levi Freitas,-22.4701081,-44.4840904
21852001,Maria Júlia Sampaio,-22.857114,-43.4709553
23073510,Guilherme Montenegro,-22.8838996,-43.586623
23013230,Mateus Almeida,-22.9038013,-43.5383046
24420495,Gabrielly Castro,-22.8329913,-43.0418922
21932120,Rafael Macedo,-22.7848257,-43.2246756
26087255,Theo Farias,-22.7201738,-43.5246361
28960970,Diogo Cavalcanti,-22.8414999,-42.2252831
22710260,Daniel Andrade,-22.9452101,-43.3807835
28010230,Ana Julia Rocha,-21.7626682,-41.3184501
