CEP,Nome,Latitude,Longitude
27521750,Ana Carolina Jesus,-22.4862212,-44.4932135
22221000,Maria Luísa Campos,-22.9256611,-43.1760713
26530970,Bruna da Paz,-22.8064684,-43.4160268
21932125,Igor Barbosa,-22.8181592,-43.1807701
24856656,Ayla Pereira,-22.7520989,-42.9207568
23825270,Yago Gomes,-22.8947173,-43.8526077
25250584,Maria Isis Peixoto,-22.5791897,-43.3060768
24805305,Luiz Otávio Castro,-22.7257481,-42.8241651
25570841,Maria Helena Carvalho,-22.7641092,-43.3416805
25235030,Ana Luiza Brito,-22.7089714,-43.3139926
25015605,Vinicius Cassiano,-22.8006526,-43.3265134
23047620,João Miguel Marques,-22.9035842,-43.5662438
26275380,Diego Campos,-22.7554801,-43.501628
21371570,Raquel Santos,-22.8601227,-43.32195
27540280,Fernanda Leão,-22.4598501,-44.4140704
24737567,Sara Farias,-22.8533979,-42.9698663
23030159,Mirella Sousa,-22.9939925,-43.596635
25933140,José Pedro Duarte,-22.5974802,-43.1723502
21321470,Laís Pastor,-22.888233,-43.369355
26265150,Lunna Rodrigues,-22.7561319,-43.4607419
21810111,Gael Correia,-22.8742263,-43.4685442
27966505,Maria Barros,-22.301358,-41.7058833
24913235,Daniela Novais,-22.9148898,-42.8435006
25954247,Arthur Gabriel da Mata,-22.4356868,-42.9357617
26225390,Gael Mendes,-22.762852,-43.4350773
22641010,Aurora Oliveira,-22.9985621,-43.3034925
24430210,Arthur Miguel Lima,-22.8344981,-43.0856703
25223750,Carolina da Rosa,-22.6998737,-43.2442427
23042700,Maria Cecília Fonseca,-22.9234486,-43.5601806
24722117,Vitor Hugo Silva,-22.8063164,-42.9795975
21220202,Noah Viana,-22.8537639,-43.3035504
28613510,José Pedro Caldeira,-22.2887261,-42.5340796
25515190,Sophie Cavalcanti,-22.7968344,-43.3617891
23510230,Bianca Siqueira,-22.9189698,-43.6760576
26317446,Ana Julia Mendonça,-22.7102845,-43.5855965
25266165,Rodrigo Peixoto,-22.6370777,-43.2235908
23591476,Bárbara Câmara,-22.9196515,-43.6843877
23092360,Davi Miguel Fonseca,-22.8718542,-43.5304679
27278158,Mateus Costa,-22.5057897,-44.1380511
22790877,João Lucas Fogaça,-23.0249208,-43.5010964
23057068,Léo Ramos,-22.9272039,-43.5776619
26032280,Fernanda Sousa,-22.6936358,-43.464614
27257810,Davi Miguel Fogaça,-22.6041214,-44.0779048
27320230,Matheus Cavalcanti,-22.5286629,-44.2032666
24140295,Manuela Macedo,-22.8903202,-43.0809485
25223082,João Gabriel da Luz,-22.6920075,-43.2581953
21381130,Miguel Cavalcanti,-22.8754413,-43.3062247
24851508,Marcelo Sá,-22.8490859,-42.8932842
23093080,Maria Laura das Neves,-22.8753807,-43.5311554
21310270,Isadora Pires,-22.8803327,-43.3364376
21073280,Ester Nunes,-22.8518411,-43.2659329
23820340,Erick Novais,-22.85758,-43.7849548
25740010,Isaque Sá,-22.3664778,-43.0777555
21842020,Daniel Cavalcanti,-22.8722125,-43.4771455
21040181,Ravi Borges,-22.8503133,-43.2565606
23042148,Sarah Pacheco,-22.9244245,-43.5617777
25060170,Otto Fogaça,-22.7717849,-43.2987496
23810440,Hadassa Barbosa,-22.8758551,-43.7631518
28610007,Olívia Rodrigues,-22.2841331,-42.5263627
24412090,Maria Fernanda da Mata,-22.8460004,-43.0619818
28908595,Catarina da Paz,-22.8869007,-42.0266493
22745110,Breno Caldeira,-22.9318174,-43.3295834
25745243,Carlos Eduardo Campos,-22.3664778,-43.0777555
25675280,Sophia Teixeira,-22.506277,-43.1976047
26110327,Natália Teixeira,-22.7596053,-43.3830278
27253240,Antônio Nogueira,-22.516066,-44.0908182
22451470,Henrique Melo,-22.9879841,-43.2479825
22755075,Ágatha Abreu,-22.9551192,-43.3322296
21050040,Raul Peixoto,-22.8762103,-43.2547651
25240499,Mariana Montenegro,-22.644087,-43.2980711
23894202,Vinicius Vasconcelos,-22.7530802,-43.7159011
26070006,Julia da Costa,-22.7561319,-43.4607419
22790650,Maria Clara Leão,-23.0136663,-43.4634068
24752475,Mirella Moura,-22.8744576,-42.9789477
21840490,Brenda Marques,-22.8720206,-43.4837719
23030316,Luiz Miguel Novaes,-22.9786219,-43.5811986
23555355,Luiz Miguel Borges,-22.8779697,-43.434753
22743740,Maria Liz Rios,-22.9301598,-43.3401522
26085305,Anthony Mendes,-22.7199566,-43.5336552
23570047,Beatriz Borges,-22.9196515,-43.6843877
25620020,Sara Cunha,-22.5092187,-43.1751147
